work_id,name,artist_id,style,museum_id
156969,Adoration of the Magi,793,Renaissance,55.0
168278,La Parnasse,793,Renaissance,55.0
122099,"A Still Life of Mackerel Glassware, a Loaf of Bread and Lemons on a Table",896,Rococo,35.0
122110,Basket of Plums,896,Rococo,53.0
122066,Portrait of a Violinist,896,Rococo,60.0
31758,Dr. Vignardonne,600,Neo-Classicism,46.0
31762,Equestrian Portrait of Prince Boris Yusupov,600,Neo-Classicism,31.0
31764,Napoleon Bonaparte on the Bridge at Arcole,600,Neo-Classicism,34.0
187640,Portrait of Baron Segoing de Laborde in Military Uniform,600,Neo-Classicism,34.0
31776,Portrait of Second Lieutenant Charles Legrand,600,Neo-Classicism,60.0
27968,Archduke Ferdinand and Archduchess Maria Anna of Austria,706,Neo-Classicism,50.0
27972,Clergyman Joaquin de Eleta,706,Neo-Classicism,50.0
27974,Diana as Personification of the Night,706,Neo-Classicism,50.0
27976,Don Luis de Borbon,706,Neo-Classicism,53.0
27980,Helios as Personification of Midday,706,Neo-Classicism,50.0
27982,Hesperus as Personification of the Evening,706,Neo-Classicism,50.0
27986,Maria Luisa of Parma,706,Neo-Classicism,50.0
27988,Noli Me Tangere,706,Neo-Classicism,50.0
27990,Perseus and Andromeda,706,Neo-Classicism,34.0
27992,Pietro Leopoldo d'Asburgo Lorena,706,Neo-Classicism,50.0
27994,Portrait of Charles III of Spain,706,Neo-Classicism,50.0
27996,Portrait of Ferdinand IV of Naples,706,Neo-Classicism,50.0
27998,Portrait of Francis of Austria,706,Neo-Classicism,50.0
28000,Portrait of Infante Antonio Pascual of Spain,706,Neo-Classicism,50.0
28002,Portrait of Infante Francisco Javier of Spain,706,Neo-Classicism,50.0
28004,Portrait of Infante Gabriel of Spain,706,Neo-Classicism,50.0
206967,Portrait of Intante Don Luis de Borbon,706,Neo-Classicism,53.0
28006,Portrait of Ismael Mengs,706,Neo-Classicism,68.0
28008,Portrait of Johann Joachim Winckelmann,706,Neo-Classicism,35.0
27984,"Portrait of John Viscount Garlies, Later 7th Earl of Galloway, as Master of Garlies",706,Neo-Classicism,60.0
28012,Portrait of Jose Nicolas de Azara,706,Neo-Classicism,50.0
28014,Portrait of Maria Carolina of Austria,706,Neo-Classicism,50.0
28016,Portrait of Maria Josepha,706,Neo-Classicism,50.0
28018,Portrait of Maria Luisa of Spain,706,Neo-Classicism,50.0
28022,Portrait of William Burton Conyngham,706,Neo-Classicism,55.0
28024,Prince James Francis Edward Stuart,706,Neo-Classicism,50.0
28026,"Prince of Asturias, Future Charles IV of Spain",706,Neo-Classicism,50.0
124158,Woman with a Parasol,836,Nabi,49.0
23025,Nymph and Satyr,549,Symbolism,67.0
204231,Ruin by the Sea,549,Symbolism,53.0
23041,Spring in a Narrow Gorge,549,Symbolism,55.0
30148,"Autumn, Enchanted Salutation",864,Symbolism,67.0
30150,Italian Hill Town,864,Symbolism,35.0
30152,Landscape with Cows,864,Symbolism,35.0
199701,Pastoral Dells and Peaks,864,Symbolism,60.0
30154,Unicorns (Legend Sea Calm),864,Symbolism,35.0
31660,Doe and Two Fawns,641,Naturalism,35.0
206544,Maternal Solicitude,641,Naturalism,53.0
31676,On Point,641,Naturalism,35.0
31688,Rabbits on a Log,641,Naturalism,35.0
29726,A Summer Afternoon,520,American Art,35.0
29728,A View of the Valley,520,American Art,35.0
29730,Ariadne,520,American Art,35.0
29732,"High Point, Shandaken Mountains",520,American Art,35.0
29734,In the Woods,520,American Art,35.0
29740,Landscape Scene From Thanatopsis,520,American Art,35.0
29742,Luman Reed,520,American Art,35.0
29744,Mrs. Winfield Scott,520,American Art,35.0
29746,Pastoral Landscape,520,American Art,46.0
29748,River Scene,520,American Art,35.0
204869,Sarah Eliot Scoville,520,American Art,53.0
29750,Sunday Morning,520,American Art,35.0
29752,The Beeches,520,American Art,35.0
204860,Trees on a Rocky Hillside,520,American Art,53.0
27359,Circus,504,Expressionism,56.0
27373,Fashion Shop (Modegeschaft),504,Expressionism,36.0
27393,Hat Shop,504,Expressionism,36.0
27397,Hussars on a Sortie,504,Expressionism,56.0
193587,"Aert van Nes, Vice Admiral",631,Unknown,43.0
193692,Banquet at the Crossbowmen’s Guild in Celebration of the Treaty of Mu¨nster,631,Unknown,43.0
193596,"Egbert Meeuwsz Cortenaer, Vice Admiral, Admiralty of the Maas, Rotterdam",631,Unknown,43.0
193603,"Geertruida den Dubbelde, Wife of Aert van Nes",631,Unknown,43.0
193617,"Jacobus Trip, Armaments Dealer of Amsterdam and Dordrecht",631,Unknown,43.0
193610,"Johan de Liefde, Vice-Admiral",631,Unknown,43.0
193629,"Maria Pietersdr de Leest, Wife of Samuel van Lansbergen",631,Unknown,43.0
193638,"Mary Stuart, Princess of Orange, as Widow of William II",631,Unknown,43.0
193697,Militia Company of District VIII under the Command of Captain Roelof Bicker,631,Unknown,43.0
193674,Portrait of a Woman,631,Unknown,43.0
193683,Portrait of a Young Man in Military Costume,631,Unknown,43.0
193647,Portrait of Andries Bicker,631,Unknown,43.0
193656,Portrait of Gerard Andriesz Bicker,631,Unknown,43.0
193665,"Samuel van Lansbergen, Remonstrant Minister in Rotterdam",631,Unknown,43.0
27593,A Young Man Drinking,692,Baroque,47.0
27595,Boy with a Dog,692,Baroque,34.0
27597,Christ Bearing the Cross,692,Baroque,67.0
199604,The Mystic Marriage of Saint Catherine,692,Baroque,60.0
27603,The Vision of Saint Francis of Paola,692,Baroque,55.0
27605,The Young Beggar (The Beggar's Toilet),692,Baroque,40.0
29076,Cymon and Iphigenia,644,Neo-Classicism,60.0
29078,Hagar and Ishmael,644,Neo-Classicism,35.0
29080,"Omnia Vincit Amor, or the Power of Love in the Three Elements",644,Neo-Classicism,35.0
29082,The Damsel and Orlando,644,Neo-Classicism,35.0
29088,Thetis Bringing the Armor to Achilles,644,Neo-Classicism,60.0
122945,Children in Woods,526,Impressionism,62.0
122857,Margaret Gretchen Strong,526,Impressionism,67.0
122879,Portrait in White,526,Impressionism,67.0
122804,Summer 1909,526,Impressionism,55.0
122837,Sunlight,526,Impressionism,61.0
122815,The Reader,526,Impressionism,61.0
27141,Chasing Butterflies,769,Impressionism,49.0
27149,Hanging the Laundry Out to Dry,769,Impressionism,46.0
27155,Lady at Her Toilet,769,Impressionism,68.0
27169,Portrait of Madame Pontillon,769,Impressionism,49.0
27171,Reading (Portrait of Edma Morisot),769,Impressionism,53.0
27173,Reclining Nude Shepherdess,769,Impressionism,56.0
27179,The Artist's Sister at a Window,769,Impressionism,46.0
27183,The Cradle,769,Impressionism,49.0
27185,The Harbor at Lorient,769,Impressionism,46.0
27187,The Mother and Sister of the Artist,769,Impressionism,46.0
27191,The Psyche (The Cheval Glass),769,Impressionism,56.0
27131,The Entombment,865,Renaissance,47.0
27135,The Manchester Madonna,865,Renaissance,47.0
160348,A Young Woman Warming Her Hands Over a Brazier,768,Baroque,43.0
160356,"Elisabeth Van Kessel (1640-1717), Wife of Willem Jacobsz Baert",768,Baroque,43.0
160925,Girl in a Large Hat,768,Baroque,43.0
160364,Pan and Syrinx,768,Baroque,43.0
157116,Vertumnus and Pomona,768,Baroque,55.0
160743,"Willem Jacobsz Baert (1636-84), Burgomaster of Alkmaar and Amsterdam",768,Baroque,43.0
160372,Woman Praying,768,Baroque,43.0
6018,"A Cowherd at Valhermeil, Auvers-sur-Oise",531,Impressionism,35.0
6020,A Creek with Palm Trees,531,Impressionism,46.0
6022,A Washerwoman at Éragny,531,Impressionism,35.0
6024,"Afternoon Sunshine, Pont Neuf",531,Impressionism,67.0
6030,"Apple Tree in the Meadow, Éragny",531,Impressionism,67.0
6034,Avenue de l'Opéra: Morning Sunshine,531,Impressionism,67.0
6036,"Avenue de l'Opéra, Snow Effect",531,Impressionism,31.0
6042,Barges at Pontoise,531,Impressionism,35.0
6044,Bather in the Woods,531,Impressionism,35.0
6046,"Boulevard des Italiens, Morning, Sunlight",531,Impressionism,46.0
6050,"Boulevard Montmartre, Afternoon Sunlight",531,Impressionism,34.0
6054,"Boulevard Montmartre, Night Effect",531,Impressionism,47.0
6058,"Boulevard Montmartre, Winter Morning",531,Impressionism,35.0
6200,"Carrousel Square, Paris",531,Impressionism,46.0
6062,"Charing Cross Bridge, London",531,Impressionism,46.0
6068,"Côte des Grouettes, Near Pontoise",531,Impressionism,35.0
24161,Arrival of the French Ambassador in Venice,561,Rococo,34.0
24167,"Capriccio, River Landscape with a Column, a Ruined Roman Arch, and Reminiscences of England",561,Rococo,46.0
24171,"Capriccio, Ruins and Classic Buildings",561,Rococo,55.0
24185,"Entrance of the Grand Canal, from the West End of the Molo",561,Rococo,46.0
198595,Grand Canal San Geremia and the Entrance to the Cannaregio,561,Rococo,51.0
24235,Piazza San Marco Looking South and West,561,Rococo,60.0
24237,"Piazza San Marco, Looking Southeast",561,Rococo,46.0
119288,San Geremia and the Entrance to the Cannaregio,561,Rococo,47.0
119325,St. Paul's Cathedral,561,Rococo,47.0
119238,The Canal Grande,561,Rococo,47.0
23452,Alof de Vignacourt and His Page,870,Baroque,40.0
23466,David and Goliath,870,Baroque,50.0
23488,Saint Catherine of Alexandria,870,Baroque,56.0
23863,Salome Receives the Head of Saint John the Baptist,870,Baroque,47.0
23512,The Crucifixion of Saint Andrew,870,Baroque,53.0
199618,"Mercury, Argus, and Io",684,Baroque,60.0
26231,Portrait of Van Abraham de Potter,684,Baroque,43.0
26233,The Goldfinch,684,Baroque,48.0
19093,A Walk at Dusk,588,Romanticism,55.0
19101,Easter Morning,588,Romanticism,56.0
19105,Evening Landscape with Two Men,588,Romanticism,34.0
19107,Flat Countryside,588,Romanticism,55.0
19109,Gazebo in Greifswald,588,Romanticism,55.0
19113,Greifswald in Moonlight,588,Romanticism,55.0
19125,Moonrise by the Sea,588,Romanticism,34.0
19135,"Northern Landscape, Spring",588,Romanticism,46.0
19141,On the Sailing Boat,588,Romanticism,34.0
19147,Seaside Moonlight,588,Romanticism,40.0
25535,Ernesta (Child with Nurse),678,Expressionism,35.0
25533,Ernesta,678,Expressionism,35.0
25537,Mr. and Mrs. Anson Phelps Stokes,678,Expressionism,35.0
25539,Sita and Sarita,678,Expressionism,49.0
197889,Bouquet of Flowers,878,Expressionism,51.0
28493,Madeleine Castaing,878,Expressionism,35.0
197879,The Pastry Chef (Baker Boy),878,Expressionism,51.0
28507,The Ray,878,Expressionism,35.0
28509,The Red Blouse,878,Expressionism,35.0
28511,View of Cagnes,878,Expressionism,35.0
197909,"Winding Road, Near Gre´olie`res",878,Expressionism,51.0
197917,Woman in Blue,878,Expressionism,51.0
197928,Woman Seated in Armchair,878,Expressionism,51.0
197899,Woman with Round Eyes,878,Expressionism,51.0
23207,A Naval Snow,709,Unknown,41.0
23209,A Two-Decker and a Frigate Running Into the Thames Off Gravesend,709,Unknown,41.0
23211,An East Indiaman in a Fresh Breeze,709,Unknown,41.0
23213,East Indiamen in a Gale,709,Unknown,41.0
23215,"Greenland Fishery, English Whalers in the Ice",709,Unknown,41.0
23217,Ships in a Light Breeze,709,Unknown,41.0
23219,"The Capture of the Glorioso, 8 October 1747",709,Unknown,41.0
23221,The Capture of the Marquise d'Antin and Louis Erasme by the English Privateers Duke and Prince Frederick,709,Unknown,41.0
29068,Coming Events Cast Their Shadows Before,634,Realism,35.0
29070,His First Appearance in Public,634,Realism,46.0
24668,Betty Gallowhur (Betty Newell),662,Impressionism,35.0
124347,Fair Critics,662,Impressionism,35.0
124301,Hollyhocks and Sunlight,662,Impressionism,61.0
124356,Lotus Lilies,662,Impressionism,60.0
124274,On the Heights,662,Impressionism,35.0
124282,Path of Flowers,662,Impressionism,55.0
124291,The Mountain Side Seat,662,Impressionism,55.0
122759,Portrait of Fidelia Marshall,655,Unknown,62.0
122748,The Flower Girl,655,Unknown,35.0
196198,Masts,582,Unknown,51.0
196210,Piano Mover's Holiday,582,Unknown,51.0
28185,Benjamin and Eleanor Ridgely Laming,718,Unknown,46.0
28193,Elie Williams,718,Unknown,35.0
28201,George Washington at Princeton,718,Unknown,53.0
207063,George Washington at the Battle of Princeton,718,Unknown,53.0
28207,John Beale Bordley,718,Unknown,46.0
28211,Margaret Strachan (Mrs. Thomas Harwood),718,Unknown,35.0
28219,Mrs. Samuel Mifflin and Her Granddaughter Rebecca Mifflin Francis,718,Unknown,35.0
28223,Portrait of Dr. Thomas Cadwalader,718,Unknown,67.0
28227,Portrait of Hannah Lambert Cadwalader,718,Unknown,67.0
28229,Portrait of John and Elizabeth Lloyd Cadwalader and Their Daughter Anne,718,Unknown,67.0
28231,Portrait of Martha Cadwalader Dagworthy,718,Unknown,67.0
28233,Portrait of Mrs. John B. Bayard,718,Unknown,67.0
28237,Samuel Mifflin,718,Unknown,35.0
19872,"Allies Day, May 1917",614,Impressionism,46.0
198984,"Avenue of the Allies - Brazil, Belgium",614,Impressionism,60.0
19878,"Avenue of the Allies, Great Britain, 1918",614,Impressionism,35.0
19886,Broadway and 42nd Street,614,Impressionism,35.0
19888,"Celia Thaxter's Garden, Isles of Shoals, Maine",614,Impressionism,35.0
19894,"Coast Scene, Isles of Shoals",614,Impressionism,35.0
19920,"July Fourteenth, Rue Daunou, 1910",614,Impressionism,35.0
25545,Christ Crowned with Thorns,738,Renaissance,47.0
25547,David and Jonathan,738,Renaissance,47.0
25549,Saint Jerome in a Landscape,738,Renaissance,47.0
25553,The Virgin and Child,738,Renaissance,47.0
204763,Virgin and Child with Saints and Donors,738,Renaissance,53.0
29344,A Calm at a Mediterranean Port,674,Neo-Classicism,55.0
29346,A Storm on a Mediterranean Coast,674,Neo-Classicism,55.0
26926,Aeneas in Delos,537,Baroque,47.0
26932,Coast View with the Abduction of Europa,537,Baroque,55.0
26940,Landscape with Acis and Galatea,537,Baroque,40.0
26948,Landscape with Merchants,537,Baroque,46.0
26952,Landscape with the Embarkment of Saint Paula Romana in Ostia,537,Baroque,50.0
199629,Pastoral Landscape with a Mill,537,Baroque,60.0
26962,Seaport with the Embarkation of Saint Ursula,537,Baroque,47.0
26964,Seaport with the Embarkation of the Queen of Sheba,537,Baroque,47.0
26974,The Judgment of Paris,537,Baroque,47.0
26976,The Trojan Women Setting Fire to Their Fleet,537,Baroque,35.0
26978,View of a Port with the Capitol by Jelly,537,Baroque,40.0
2020,A Row of Poplars,550,Impressionism,67.0
2024,Antibes Seen from the Salis Gardens,550,Impressionism,59.0
208139,Apples and Grapes,550,Impressionism,68.0
2032,"Arrival of the Normandy Train, Gare Saint-Lazare",550,Impressionism,68.0
2040,Bathing at La Grenouillère,550,Impressionism,47.0
2044,Bend in the Epte River near Giverny,550,Impressionism,67.0
2050,Blue Water Lilies,550,Impressionism,49.0
2052,Boats on the Beach at Étretat,550,Impressionism,68.0
2054,Bordighera,550,Impressionism,68.0
2056,Boulevard des Capucines,550,Impressionism,39.0
2060,Bouquet of Sunflowers,550,Impressionism,35.0
2062,Bridge at Argenteuil on a Gray Day,550,Impressionism,46.0
2064,Bridge Over a Pond of Water Lilies,550,Impressionism,35.0
2068,Cabin of the Customs Watch,550,Impressionism,35.0
2074,Camille Monet in the Garden at Argenteuil,550,Impressionism,35.0
2076,Camille Monet on a Garden Bench,550,Impressionism,35.0
2082,Charing Cross Bridge II,550,Impressionism,56.0
2084,"Charing Cross Bridge, Overcast Weather",550,Impressionism,68.0
2080,Charing Cross Bridge,550,Impressionism,69.0
2092,Chrysanthemums,550,Impressionism,35.0
2098,Clifftop Walk at Pourville,550,Impressionism,68.0
208300,Coast of Normandy,550,Impressionism,67.0
2100,"Customhouse, Varengeville",550,Impressionism,67.0
2102,Dr. Leclenche,550,Impressionism,35.0
2104,Entrance to the Port of Trouville,550,Impressionism,52.0
2118,"Field of Poppies, Argenteuil",550,Impressionism,49.0
2122,Fishing Boats Leaving the Port of Le Havre,550,Impressionism,60.0
2196,Flower Island Near Vétheuil,550,Impressionism,35.0
2132,Four Poplar Trees,550,Impressionism,35.0
205446,Gardener's House at Antibes,550,Impressionism,53.0
198264,Girl with Dog,550,Impressionism,51.0
2146,"Grainstacks at the End of Summer, Morning Effect",550,Impressionism,68.0
2152,"Grainstacks, White Frost Effect",550,Impressionism,35.0
2140,Grainstacks,550,Impressionism,68.0
208110,Grand Canal Legion of Honor,550,Impressionism,65.0
2156,"Green Park, London",550,Impressionism,67.0
2160,Haystack at Giverny,550,Impressionism,34.0
2168,Heavy Sea at Pourville,550,Impressionism,35.0
2170,"Hotel of Roches Noires, Trouville",550,Impressionism,49.0
2174,"Houses of Parliament, Fog Effect",550,Impressionism,35.0
2178,"Houses of Parliament, London",550,Impressionism,49.0
2180,"Houses of Parliament, Seagulls",550,Impressionism,31.0
2188,"Houses of Parliament, London",550,Impressionism,68.0
2386,Garden at Sainte-Adresse,550,Impressionism,35.0
2396,"Étretat, The Beach and the Falaise d’Amont",550,Impressionism,68.0
29270,A House with Flowering Trees,570,Impressionism,35.0
29272,Bougainvillea on Capri,570,Impressionism,35.0
125273,"Mont Blanc, Switzerland",570,Impressionism,34.0
125498,Rocky Seascape,570,Impressionism,34.0
125405,Veranda in Capri,570,Impressionism,30.0
125306,Village Winter Scene,570,Impressionism,31.0
125471,Winter in Chamoni,570,Impressionism,31.0
160753,"The Zuiderhavendijk, Enkhuizen",509,Unknown,43.0
160388,View of The Hague from the Delftse Vaart in the Seventeenth Century,509,Unknown,43.0
160396,View of The Hague,509,Unknown,43.0
193949,A Couple Making Music,867,Rococo,35.0
193926,Alexander the Great at the Battle of the Granicus against the Persians,867,Rococo,43.0
193880,An Amsterdam Canal House Garden,867,Rococo,43.0
193917,Family Group near a Harpsichord,867,Rococo,43.0
193862,"Gerrit Sichterman, Quartermaster-General of the Cavalry, Colonel of the Oranje-Groningen Infantry Regiment",867,Rococo,43.0
193853,"Gerrit Sichterman, Quartermaster-General of the Cavalry, Colonel of the Oranje-Groningen Infantry Regiment",867,Rococo,43.0
193958,Inspection of a Cavalry Regiment by William of Hesse-Homburg,867,Rococo,35.0
193942,Inspectors of the Collegium Medicum in Amsterdam,867,Rococo,43.0
193935,Johanna and the Jewish Merchants,867,Rococo,43.0
193910,"Misled, The Ambassador of the Rascals Exposes Himself from the Window of Bokki Tavern in the Haarlemmerhout",867,Rococo,43.0
193844,Portrait of a Man,867,Rococo,43.0
193871,Portrait of a Member of the Van der Mersch Family,867,Rococo,43.0
193835,"Portrait of Isaac Sweers, Chief Officer of Amsterdam and Governor of the Dutch East India Company",867,Rococo,43.0
193896,"Portrait of Jan Lepeltak, Timber Merchant in Amsterdam, Regent of the Aalmoezeniersweeshuis Orphanage",867,Rococo,43.0
193817,"Portrait of Louise Christina Trip, Wife of Gerrit Sichterman",867,Rococo,43.0
193826,"Portrait of Maria Magdalena Stavenisse, Wife of Jacob de Witte of Elkerzee, Councilor of Zierikzee",867,Rococo,43.0
193808,"Portrait of the Physician Herman Boerhaave, Professor at the University of Leiden",867,Rococo,43.0
193799,Self-Portrait,867,Rococo,43.0
193889,"Unseemly Love, from the play &quot;De Wanhebbelijke Liefde&quot; by CJ van der Lijn",867,Rococo,43.0
160380,The Fall of Man,914,Baroque,43.0
167358,The Massacre of the Innocents,914,Baroque,43.0
28963,A Doctor Tending a Patient's Foot in His Surgery,735,Baroque,47.0
28969,An Old Woman Peeling Pears,735,Baroque,47.0
28971,An Old Woman Reading,735,Baroque,47.0
206507,Game of Backgammon,735,Baroque,53.0
28975,Judith with the Head of Holofernes,735,Baroque,35.0
198803,Kitchen Interior,735,Baroque,60.0
206517,Landscape with Peasants Dancing,735,Baroque,53.0
28977,Landscape with Peasants Playing Bowls Outside an Inn,735,Baroque,60.0
206526,Old Man and Woman,735,Baroque,53.0
28979,Peasants Dancing and Feasting,735,Baroque,35.0
206536,Peasants Smoking in an Inn,735,Baroque,53.0
28981,Personification of Autumn,735,Baroque,47.0
28983,The Alchemist,735,Baroque,67.0
198814,The Smoker,735,Baroque,60.0
5634,A Dwarf Sitting on the Floor,774,Baroque,50.0
5636,A Venus at Her Mirror,774,Baroque,47.0
5648,Christ Crucified,774,Baroque,50.0
5650,Count Duke of Olivares on Horseback,774,Baroque,50.0
5656,Fernando de Valdes y Llanos,774,Baroque,46.0
5660,"Infanta Dona Maria, Queen of Hungary",774,Baroque,50.0
5670,Infanta Margarita in Pink and Silver,774,Baroque,50.0
5672,Infanta Maria Teresa,774,Baroque,35.0
5674,John the Evangelist from Patmos,774,Baroque,46.0
5676,Juan de Pareja,774,Baroque,35.0
5678,Kitchen Scene with Christ in the House of Martha and Mary,774,Baroque,46.0
5682,Las Meninas,774,Baroque,50.0
5714,Portrait of a Man,774,Baroque,35.0
5718,Prince Balthasar Carlos on Horseback,774,Baroque,50.0
5746,The Buffoon Calabazas,774,Baroque,50.0
